# DETECTION BENCHMARK RESULTS - column glossary
# ----------------------------------------------------------------------
# Model               LLM model id used to score this run
# Filename            Source artifact analyzed (EVTX file or CSV stem)
# Difficulty          Tag from metadata.json: easy / medium / hard
# Test Set            A=Known Pattern, B=Obfuscated, C=Noise-heavy, D=Benign
# Status              processed | error | context_exceeded
# Malicious           Model verdict: YES (attack) or NO (routine/benign)
# Confidence %        Heuristic confidence from response structure quality, not model-stated (0-100)
# Alignment %         Share of cited evidence found verbatim in source (0-100)
# Structure Valid     Response parsed cleanly into the required sections
# Event IDs           Event IDs extracted from the model's EVIDENCE block
# Processes           Process names extracted from the model's EVIDENCE block
# Accounts            Account names extracted from the model's EVIDENCE block
# Commands            Command lines / script blocks extracted from EVIDENCE
# Network             IPs / hostnames / shares extracted from EVIDENCE
# Registry            Registry keys / values extracted from EVIDENCE
# Hallucination %     Share of cited evidence not found in source events (0-100)
# Response Time (s)   Wall-clock seconds from prompt sent to response received
# Extraction (6)      Did the model find the right evidence? (0-6)
# Interpretation (6)  Did it correctly explain what the evidence implies? (0-6)
# NoHallucination (4) 4 = no fabricated evidence, 0 = heavy fabrication
# Reasoning (4)       Quality of the chain of reasoning in EXPLANATION (0-4)
# Total (20)          Sum of the four criteria above (0-20)
# Grade               Letter grade from Total: A>=17, B>=14, C>=10, D<10
# LLM Response        Full raw text the model returned, before any parsing
#
# Skip these lines in pandas:  pd.read_csv(path, comment='#')
# ----------------------------------------------------------------------
Model,Filename,Difficulty,Test Set,Status,Malicious,Confidence %,Alignment %,Structure Valid,Event IDs,Processes,Accounts,Commands,Network,Registry,Hallucination %,Response Time (s),Extraction (6),Interpretation (6),NoHallucination (4),Reasoning (4),Total (20),Grade,LLM Response
claude-opus-4-8,BENIGN-ID1-mmc-c-windows-system32-gpedit-msc.csv,,,processed,NO,100.0,87.5,YES,1,"C:\Windows\System32\mmc.exe, C:\Windows\System32\sihost.exe",WIN-FPV0DSIC9O6\Administrator,"""C:\Windows\system32\mmc.exe"" C:\Windows\system32\gpedit.msc",,,0.0,4.17,5.2,6.0,4.0,3,18.2,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: C:\Windows\System32\mmc.exe, C:\Windows\System32\sihost.exe
- Accounts: WIN-FPV0DSIC9O6\Administrator
- Commands: ""C:\Windows\system32\mmc.exe"" C:\Windows\system32\gpedit.msc
- Network: None
- Registry: None

EXPLANATION:
This event shows the Microsoft Management Console (mmc.exe) launching the Group Policy Editor (gpedit.msc), a signed Microsoft binary from its standard System32 location. The activity is consistent with routine administrative configuration by an Administrator account, with no suspicious command line, network, or registry indicators present."
claude-opus-4-8,BENIGN-ID1-dism-online.csv,,,processed,NO,100.0,100.0,YES,1,C:\Windows\System32\Dism.exe,WIN-FPV0DSIC9O6\Administrator,"C:\Windows\system32\dism.exe /online /logpath:""C:\Windows\debug\DNS-Server-Full-Role_install.dcpromoui_cbs.log"" /norestart /quiet /Enable-Feature /FeatureName:DNS-Server-Full-Role /FeatureName:DNS-Server-Tools /all",,,0.0,4.84,6.0,6.0,4.0,3,19.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: C:\Windows\System32\Dism.exe
- Accounts: WIN-FPV0DSIC9O6\Administrator
- Commands: C:\Windows\system32\dism.exe /online /logpath:""C:\Windows\debug\DNS-Server-Full-Role_install.dcpromoui_cbs.log"" /norestart /quiet /Enable-Feature /FeatureName:DNS-Server-Full-Role /FeatureName:DNS-Server-Tools /all
- Network: None
- Registry: None

EXPLANATION:
This event shows the legitimate, signed Microsoft DISM utility being run by an Administrator to enable the DNS Server role and tools, a routine server administration task. The command line, signed Microsoft binary, and standard system path are all consistent with benign Windows feature installation activity."
claude-opus-4-8,BENIGN-ID1-reg-query.csv,,,processed,NO,100.0,90.0,YES,1,"reg.exe, cmd.exe",NT AUTHORITY\SYSTEM,"C:\Windows\system32\reg.exe  query hklm\software\microsoft\windows\softwareinventorylogging /v collectionstate /reg:64, C:\Windows\system32\cmd.exe /c C:\Windows\system32\reg.exe query hklm\software\microsoft\windows\softwareinventorylogging /v collectionstate /reg:64",,hklm\software\microsoft\windows\softwareinventorylogging,0.0,4.97,5.4,6.0,4.0,3,18.4,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: reg.exe, cmd.exe
- Accounts: NT AUTHORITY\SYSTEM
- Commands: C:\Windows\system32\reg.exe  query hklm\software\microsoft\windows\softwareinventorylogging /v collectionstate /reg:64, C:\Windows\system32\cmd.exe /c C:\Windows\system32\reg.exe query hklm\software\microsoft\windows\softwareinventorylogging /v collectionstate /reg:64
- Network: None
- Registry: hklm\software\microsoft\windows\softwareinventorylogging

EXPLANATION:
This event shows reg.exe performing a read-only query of the SoftwareInventoryLogging collection state registry value, which is routine system inventory/telemetry activity. The signed Microsoft binary, system context, and benign read-only query with no modification indicate normal operating system behavior rather than an attack."
claude-opus-4-8,BENIGN-ID1-regsvr32-s.csv,,,processed,YES,100.0,87.5,YES,1,"regsvr32.exe, spoolsv.exe",NT AUTHORITY\SYSTEM,"C:\Windows\system32\regsvr32.exe /s ""C:\Windows\system32\spool\drivers\x64\3\PrintConfig.dll""",,,0.0,5.41,5.2,2.0,4.0,4,15.2,B,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 1
- Processes: regsvr32.exe, spoolsv.exe
- Accounts: NT AUTHORITY\SYSTEM
- Commands: C:\Windows\system32\regsvr32.exe /s ""C:\Windows\system32\spool\drivers\x64\3\PrintConfig.dll""
- Network: None
- Registry: None

EXPLANATION:
The print spooler service (spoolsv.exe) spawning regsvr32.exe to register PrintConfig.dll from the spool drivers directory is a known indicator of PrintNightmare (CVE-2021-34527) exploitation, where a malicious DLL is loaded via the Print Spooler. This activity runs as SYSTEM with a suspicious parent-child relationship that does not match legitimate printer driver installation patterns. The use of regsvr32 /s to silently load a DLL placed in the spooler driver path strongly suggests privilege escalation/RCE abuse."
claude-opus-4-8,BENIGN-ID1-rundll32-c-windows-system32-shell32-dll-shcreatelocalserv.csv,,,processed,NO,100.0,100.0,YES,1,"rundll32.exe, svchost.exe","SIGMA\Administrator, NT AUTHORITY\SYSTEM","C:\Windows\System32\rundll32.exe C:\Windows\System32\shell32.dll,SHCreateLocalServerRunDll {9aa46009-3ce0-458a-a354-715610a075e6} -Embedding",,,0.0,5.53,6.0,5.0,4.0,2,17.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: rundll32.exe, svchost.exe
- Accounts: SIGMA\Administrator, NT AUTHORITY\SYSTEM
- Commands: C:\Windows\System32\rundll32.exe C:\Windows\System32\shell32.dll,SHCreateLocalServerRunDll {9aa46009-3ce0-458a-a354-715610a075e6} -Embedding
- Network: None
- Registry: None

EXPLANATION:
This is a legitimate Windows COM/DCOM activation, where svchost.exe (DcomLaunch) spawns rundll32.exe to invoke shell32.dll's SHCreateLocalServerRunDll with a CLSID and the -Embedding flag. The image is the signed Microsoft rundll32.exe running from System32 with a valid file version and original filename, consistent with normal COM local server startup. There are no suspicious DLLs, network connections, or anomalous command-line arguments indicating attack behavior."
claude-opus-4-8,BENIGN-ID1-mmc-c-windows-system32-compmgmt-msc.csv,,,processed,NO,100.0,100.0,YES,1,"mmc.exe, ServerManager.exe",SIGMA\Administrator,"""C:\Windows\system32\mmc.exe"" ""C:\Windows\system32\compmgmt.msc"" /s",,,0.0,5.63,6.0,6.0,4.0,3,19.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: mmc.exe, ServerManager.exe
- Accounts: SIGMA\Administrator
- Commands: ""C:\Windows\system32\mmc.exe"" ""C:\Windows\system32\compmgmt.msc"" /s
- Network: None
- Registry: None

EXPLANATION:
This event shows mmc.exe launching the Computer Management snap-in (compmgmt.msc) spawned from ServerManager.exe, both signed Microsoft binaries running from standard System32 paths. This is routine administrative activity consistent with an administrator managing a Windows server. No suspicious commands, network indicators, or anomalous parent-child relationships are present."
claude-opus-4-8,BENIGN-ID1-mmc-c-windows-system32-dsa-msc.csv,,,processed,NO,100.0,100.0,YES,1,"mmc.exe, ServerManager.exe",SIGMA\Administrator,"""C:\Windows\system32\mmc.exe"" ""C:\Windows\system32\dsa.msc"", ""C:\Windows\system32\ServerManager.exe""",,,0.0,3.45,6.0,6.0,4.0,3,19.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: mmc.exe, ServerManager.exe
- Accounts: SIGMA\Administrator
- Commands: ""C:\Windows\system32\mmc.exe"" ""C:\Windows\system32\dsa.msc"", ""C:\Windows\system32\ServerManager.exe""
- Network: None
- Registry: None

EXPLANATION:
This event shows mmc.exe launching dsa.msc (Active Directory Users and Computers) from ServerManager.exe, which is normal administrative behavior for managing a domain controller. The signed Microsoft binaries, legitimate parent-child relationship, and standard administrator context all indicate routine system administration rather than malicious activity."
claude-opus-4-8,BENIGN-ID1-mmc-c-windows-system32-gpmc-msc.csv,,,processed,NO,100.0,100.0,YES,1,"mmc.exe, ServerManager.exe",SIGMA\Administrator,"""C:\Windows\system32\mmc.exe"" C:\Windows\system32\gpmc.msc, ""C:\Windows\system32\ServerManager.exe""",,,0.0,3.92,6.0,6.0,4.0,3,19.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: mmc.exe, ServerManager.exe
- Accounts: SIGMA\Administrator
- Commands: ""C:\Windows\system32\mmc.exe"" C:\Windows\system32\gpmc.msc, ""C:\Windows\system32\ServerManager.exe""
- Network: None
- Registry: None

EXPLANATION:
This event shows an administrator launching the Group Policy Management Console (gpmc.msc) via mmc.exe, spawned from ServerManager.exe, which is routine administrative behavior on a Windows server. All binaries are signed Microsoft executables running from legitimate System32 paths, and the activity matches normal management workflow performed by an admin account."
claude-opus-4-8,BENIGN-ID1-mmc-c-windows-system32-gpme-msc.csv,,,processed,NO,100.0,100.0,YES,1,mmc.exe,SIGMA\Administrator,"""C:\Windows\system32\mmc.exe"" ""C:\Windows\System32\gpme.msc"" /s /gpobject:""LDAP://WIN-FPV0DSIC9O6.sigma.fr/cn={31B2F340-016D-11D2-945F-00C04FB984F9},cn=policies,cn=system,DC=sigma,DC=fr"", ""C:\Windows\system32\mmc.exe"" C:\Windows\system32\gpmc.msc",WIN-FPV0DSIC9O6.sigma.fr,,0.0,5.47,6.0,5.0,4.0,2,17.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: mmc.exe
- Accounts: SIGMA\Administrator
- Commands: ""C:\Windows\system32\mmc.exe"" ""C:\Windows\System32\gpme.msc"" /s /gpobject:""LDAP://WIN-FPV0DSIC9O6.sigma.fr/cn={31B2F340-016D-11D2-945F-00C04FB984F9},cn=policies,cn=system,DC=sigma,DC=fr"", ""C:\Windows\system32\mmc.exe"" C:\Windows\system32\gpmc.msc
- Network: WIN-FPV0DSIC9O6.sigma.fr
- Registry: None

EXPLANATION:
This event shows an administrator opening the Group Policy Management Editor (gpme.msc) from the Group Policy Management Console (gpmc.msc) via the signed Microsoft mmc.exe binary. The parent-child relationship between the two mmc.exe instances and editing the Default Domain Policy GUID ({31B2F340-016D-11D2-945F-00C04FB984F9}) is normal domain administration behavior. There are no indicators of malicious activity such as unsigned binaries, suspicious commands, or anomalous network connections."
claude-opus-4-8,BENIGN-ID1-rundll32-d.csv,,,processed,NO,100.0,100.0,YES,1,"rundll32.exe, svchost.exe",NT AUTHORITY\SYSTEM,"C:\Windows\system32\rundll32.exe /d acproxy.dll,PerformAutochkOperations, C:\Windows\system32\svchost.exe -k netsvcs -p -s Schedule",,,0.0,4.35,6.0,6.0,4.0,3,19.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: rundll32.exe, svchost.exe
- Accounts: NT AUTHORITY\SYSTEM
- Commands: C:\Windows\system32\rundll32.exe /d acproxy.dll,PerformAutochkOperations, C:\Windows\system32\svchost.exe -k netsvcs -p -s Schedule
- Network: None
- Registry: None

EXPLANATION:
This is routine scheduled task activity where svchost.exe (Task Scheduler service) launches rundll32.exe to perform autochk operations via the legitimate acproxy.dll. The image is the signed Microsoft rundll32.exe running from System32 with a standard maintenance command line, consistent with normal Windows housekeeping behavior."
claude-opus-4-8,BENIGN-ID1-gpupdate-force.csv,,,processed,NO,100.0,100.0,YES,1,"C:\Windows\System32\gpupdate.exe, C:\Windows\System32\cmd.exe",SIGMA\Administrator,"gpupdate  /force, ""C:\Windows\system32\cmd.exe""",,,0.0,3.68,6.0,6.0,4.0,3,19.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: C:\Windows\System32\gpupdate.exe, C:\Windows\System32\cmd.exe
- Accounts: SIGMA\Administrator
- Commands: gpupdate  /force, ""C:\Windows\system32\cmd.exe""
- Network: None
- Registry: None

EXPLANATION:
This event shows the legitimate signed Microsoft Group Policy Update Utility (gpupdate.exe) being run with the standard ""/force"" parameter from a command prompt by an administrator. This is routine administrative activity used to refresh group policy settings, with no suspicious commands, network connections, or anomalous parent-child relationships."
claude-opus-4-8,BENIGN-ID1-regsvr32-c-program.csv,,,processed,NO,100.0,87.5,YES,1,"C:\Windows\System32\regsvr32.exe, C:\Windows\SysWOW64\regsvr32.exe",DESKTOP-A8CALR3\user,"/s ""C:\Program Files\Notepad++\NppShell_06.dll"", regsvr32 /s ""C:\Program Files\Notepad++\NppShell_06.dll""",,,16.7,5.22,5.2,5.0,3.3,2,15.5,B,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: C:\Windows\System32\regsvr32.exe, C:\Windows\SysWOW64\regsvr32.exe
- Accounts: DESKTOP-A8CALR3\user
- Commands:  /s ""C:\Program Files (x86)\Notepad++\NppShell_06.dll"", regsvr32 /s ""C:\Program Files (x86)\Notepad++\NppShell_06.dll""
- Network: None
- Registry: None

EXPLANATION:
This event shows regsvr32.exe registering a legitimate Notepad++ shell extension DLL (NppShell_06.dll) from the standard installation directory, which is normal behavior during Notepad++ installation. The DLL path, signed Microsoft regsvr32 binary, and lack of network or suspicious payload indicate routine software installation rather than the malicious remote/scriptlet abuse pattern (e.g., loading a remote .sct file) associated with regsvr32 attacks."
claude-opus-4-8,BENIGN-ID1-schtasks-create.csv,,,processed,YES,100.0,100.0,YES,1,"schtasks.exe, target.tmp, target.exe",DESKTOP-A8CALR3\user,"""C:\Windows\system32\schtasks.exe"" /Create /TN ""klcp_update"" /XML ""C:\Users\user\AppData\Local\Temp\is-LSRFQ.tmp\klcp_update_task.xml"" /F, ""C:\Users\user\AppData\Local\Temp\is-GLVF6.tmp\target.tmp"" /SL5=""$1006E0,49873775,402432,C:\Users\user\AppData\Local\Temp\75D097~2\target.exe"" /verysilent /norestart /LoadInf=""C:\Users\user\AppData\Local\Temp\75D097~2\klcp_full_unattended.ini""",,,0.0,5.84,6.0,1.0,4.0,3,14.0,B,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 1
- Processes: schtasks.exe, target.tmp, target.exe
- Accounts: DESKTOP-A8CALR3\user
- Commands: ""C:\Windows\system32\schtasks.exe"" /Create /TN ""klcp_update"" /XML ""C:\Users\user\AppData\Local\Temp\is-LSRFQ.tmp\klcp_update_task.xml"" /F, ""C:\Users\user\AppData\Local\Temp\is-GLVF6.tmp\target.tmp"" /SL5=""$1006E0,49873775,402432,C:\Users\user\AppData\Local\Temp\75D097~2\target.exe"" /verysilent /norestart /LoadInf=""C:\Users\user\AppData\Local\Temp\75D097~2\klcp_full_unattended.ini""
- Network: None
- Registry: None

EXPLANATION:
A temporary executable (target.tmp) running from a user AppData\Local\Temp directory spawned schtasks.exe to create a scheduled task for persistence using an XML file in another Temp folder, with /F to force overwrite. The use of /verysilent /norestart silent-install flags combined with High integrity execution and a scheduled-task persistence mechanism from temp directories is consistent with malware/dropper behavior rather than legitimate software installation."
claude-opus-4-8,BENIGN-ID1-netsh-advfirewall.csv,,,processed,NO,100.0,100.0,YES,1,"C:\Windows\SysWOW64\netsh.exe, C:\Program Files\Dropbox\Client_141.4.3299\Dropbox.exe",DESKTOP-A8CALR3\user,"C:\Windows\system32\netsh.exe advfirewall firewall delete rule name=Dropbox, ""C:\Program Files\Dropbox\Client\..\Client_141.4.3299\Dropbox.exe"" /install /InstallType:MACHINE /InstallDir:""C:\Program Files\Dropbox\Client"" /KillEveryone:YES /DBData:",,,0.0,5.11,6.0,5.0,4.0,1,16.0,B,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: C:\Windows\SysWOW64\netsh.exe, C:\Program Files (x86)\Dropbox\Client_141.4.3299\Dropbox.exe
- Accounts: DESKTOP-A8CALR3\user
- Commands: C:\Windows\system32\netsh.exe advfirewall firewall delete rule name=Dropbox, ""C:\Program Files (x86)\Dropbox\Client\..\Client_141.4.3299\Dropbox.exe"" /install /InstallType:MACHINE /InstallDir:""C:\Program Files (x86)\Dropbox\Client"" /KillEveryone:YES /DBData:
- Network: None
- Registry: None

EXPLANATION:
The netsh firewall rule deletion is launched by the legitimate, signed Dropbox.exe installer during a machine installation, and the rule name ""Dropbox"" is specific to the application's own cleanup process. While netsh firewall modification can be an attacker technique, the parent-child relationship, valid Microsoft-signed netsh binary, and benign install context indicate this is routine Dropbox installer behavior rather than malicious activity."
claude-opus-4-8,BENIGN-ID1-regsvr32-n.csv,,,processed,NO,100.0,87.5,YES,1,"C:\Windows\System32\regsvr32.exe, C:\Windows\SysWOW64\regsvr32.exe",DESKTOP-A8CALR3\user,"/S /n /i:\""hklm_reg\"" ""C:\Program Files\Dropbox\Client\DropboxExt64.52.0.dll"", C:\Windows\SysWOW64\regsvr32.exe /S /n /i:\""hklm_reg\"" ""C:\Program Files\Dropbox\Client\DropboxExt64.52.0.dll""",,hklm_reg,16.7,6.87,5.2,6.0,3.3,2,16.5,B,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: C:\Windows\System32\regsvr32.exe, C:\Windows\SysWOW64\regsvr32.exe
- Accounts: DESKTOP-A8CALR3\user
- Commands:  /S /n /i:\""hklm_reg\"" ""C:\Program Files (x86)\Dropbox\Client\DropboxExt64.52.0.dll"", C:\Windows\SysWOW64\regsvr32.exe /S /n /i:\""hklm_reg\"" ""C:\Program Files (x86)\Dropbox\Client\DropboxExt64.52.0.dll""
- Network: None
- Registry: hklm_reg

EXPLANATION:
The regsvr32.exe execution registers a legitimate signed Dropbox shell extension DLL (DropboxExt64.52.0.dll) from the standard Dropbox install directory, which is expected behavior during Dropbox installation/update. While regsvr32 with /i can be abused for proxy execution, here it loads a local trusted vendor DLL with no remote scriptlet or network reference, indicating routine benign activity."
claude-opus-4-8,BENIGN-ID1-sc-delete.csv,,,processed,NO,100.0,100.0,YES,1,"C:\Windows\System32\sc.exe, C:\Program Files\Dropbox\Client_141.4.3299\Dropbox.exe",DESKTOP-A8CALR3\user,"C:\Windows\System32\sc.exe delete DbxSvc, ""C:\Program Files\Dropbox\Client\..\Client_141.4.3299\Dropbox.exe"" /install /InstallType:MACHINE /InstallDir:""C:\Program Files\Dropbox\Client"" /KillEveryone:YES /DBData:",,,0.0,4.74,6.0,6.0,4.0,3,19.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: C:\Windows\System32\sc.exe, C:\Program Files (x86)\Dropbox\Client_141.4.3299\Dropbox.exe
- Accounts: DESKTOP-A8CALR3\user
- Commands: C:\Windows\System32\sc.exe delete DbxSvc, ""C:\Program Files (x86)\Dropbox\Client\..\Client_141.4.3299\Dropbox.exe"" /install /InstallType:MACHINE /InstallDir:""C:\Program Files (x86)\Dropbox\Client"" /KillEveryone:YES /DBData:
- Network: None
- Registry: None

EXPLANATION:
The sc.exe process deleting the DbxSvc service was spawned by the legitimate, signed Dropbox.exe installer running with an /install command line from the standard Dropbox program directory. This service deletion is a normal part of a Dropbox installation/upgrade workflow rather than malicious service tampering."
claude-opus-4-8,BENIGN-ID1-sc-create.csv,,,processed,NO,100.0,87.5,YES,1,"C:\Windows\System32\sc.exe, C:\Program Files\Dropbox\Client_141.4.3299\Dropbox.exe",DESKTOP-A8CALR3\user,C:\Windows\System32\sc.exe create DbxSvc binPath=C:\Windows\System32\DbxSvc.exe start=auto,,,0.0,4.41,5.2,6.0,4.0,3,18.2,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: C:\Windows\System32\sc.exe, C:\Program Files (x86)\Dropbox\Client_141.4.3299\Dropbox.exe
- Accounts: DESKTOP-A8CALR3\user
- Commands: C:\Windows\System32\sc.exe create DbxSvc binPath=C:\Windows\System32\DbxSvc.exe start=auto
- Network: None
- Registry: None

EXPLANATION:
The sc.exe process creating the DbxSvc service was spawned by the legitimate, signed Dropbox installer (Dropbox.exe) running its /install routine. The DbxSvc service and its binary path are standard components of a normal Dropbox client installation, making this routine software setup activity rather than malicious service creation."
claude-opus-4-8,BENIGN-ID1-sc-failure.csv,,,processed,NO,100.0,100.0,YES,1,"C:\Windows\SysWOW64\sc.exe, C:\Program Files\Dropbox\Client_141.4.3299\Dropbox.exe",DESKTOP-A8CALR3\user,"C:\Windows\System32\sc.exe failure DbxSvc reset= 3600 actions= restart/5000/restart/30000//, ""C:\Program Files\Dropbox\Client\..\Client_141.4.3299\Dropbox.exe"" /install /InstallType:MACHINE /InstallDir:""C:\Program Files\Dropbox\Client"" /KillEveryone:YES /DBData:",,,0.0,5.31,6.0,6.0,4.0,3,19.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: C:\Windows\SysWOW64\sc.exe, C:\Program Files (x86)\Dropbox\Client_141.4.3299\Dropbox.exe
- Accounts: DESKTOP-A8CALR3\user
- Commands: C:\Windows\System32\sc.exe failure DbxSvc reset= 3600 actions= restart/5000/restart/30000//, ""C:\Program Files (x86)\Dropbox\Client\..\Client_141.4.3299\Dropbox.exe"" /install /InstallType:MACHINE /InstallDir:""C:\Program Files (x86)\Dropbox\Client"" /KillEveryone:YES /DBData:
- Network: None
- Registry: None

EXPLANATION:
This event shows the legitimate, Microsoft-signed sc.exe being spawned by the signed Dropbox.exe installer to configure failure recovery actions for the DbxSvc service during a normal MACHINE installation. The parent process, working directory, and command-line are all consistent with routine Dropbox software installation behavior, so this is benign activity."
claude-opus-4-8,BENIGN-ID1-powershell-get-appxpackage.csv,,,processed,NO,100.0,100.0,YES,1,"powershell.exe, Dropbox.exe",DESKTOP-A8CALR3\user,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell ""Get-AppxPackage C27EB4BA.DropboxOEM | Remove-AppxPackage"", ""C:\Program Files\Dropbox\Client\..\Client_141.4.3299\Dropbox.exe"" /install /InstallType:MACHINE /InstallDir:""C:\Program Files\Dropbox\Client"" /KillEveryone:YES /DBData:",,,0.0,5.92,6.0,6.0,4.0,4,20.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: powershell.exe, Dropbox.exe
- Accounts: DESKTOP-A8CALR3\user
- Commands: C:\Windows\System32\WindowsPowerShell\v1.0\powershell ""Get-AppxPackage C27EB4BA.DropboxOEM | Remove-AppxPackage"", ""C:\Program Files (x86)\Dropbox\Client\..\Client_141.4.3299\Dropbox.exe"" /install /InstallType:MACHINE /InstallDir:""C:\Program Files (x86)\Dropbox\Client"" /KillEveryone:YES /DBData:
- Network: None
- Registry: None

EXPLANATION:
This event shows the legitimate, signed Dropbox.exe installer launching PowerShell to remove the bundled DropboxOEM AppxPackage, which is normal behavior during a Dropbox installation/upgrade. The process is Microsoft-signed PowerShell run from a standard path with a benign, well-formed command and a legitimate parent process. There are no obfuscated commands, suspicious network connections, or privilege-escalation indicators present."
claude-opus-4-8,BENIGN-ID1-powershell-get-appxprovisionedpackage.csv,,,processed,NO,100.0,87.5,YES,1,"powershell.exe, Dropbox.exe",DESKTOP-A8CALR3\user,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell ""Get-AppxProvisionedPackage -Online | Where-Object DisplayName -In \""C27EB4BA.DropboxOEM\"" | Remove-ProvisionedAppxPackage -Online""",,,0.0,5.34,5.2,6.0,4.0,4,19.2,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: powershell.exe, Dropbox.exe
- Accounts: DESKTOP-A8CALR3\user
- Commands: C:\Windows\System32\WindowsPowerShell\v1.0\powershell ""Get-AppxProvisionedPackage -Online | Where-Object DisplayName -In \""C27EB4BA.DropboxOEM\"" | Remove-ProvisionedAppxPackage -Online""
- Network: None
- Registry: None

EXPLANATION:
This event shows the legitimate, signed Dropbox.exe installer spawning PowerShell to remove the provisioned DropboxOEM AppX package as part of a normal application installation routine. The parent process is the Dropbox client installer running from its standard Program Files path, and the command performs expected package cleanup with no obfuscation, encoding, or suspicious network activity. This is routine, benign installer behavior."
claude-opus-4-8,BENIGN-ID1-sc-start.csv,,,processed,NO,100.0,100.0,YES,1,"C:\Windows\System32\sc.exe, C:\Windows\System32\svchost.exe","NT AUTHORITY\LOCAL SERVICE, NT AUTHORITY\SYSTEM","C:\Windows\system32\sc.exe start w32time task_started, C:\Windows\system32\svchost.exe -k netsvcs -p",,,0.0,4.00,6.0,6.0,4.0,3,19.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: C:\Windows\System32\sc.exe, C:\Windows\System32\svchost.exe
- Accounts: NT AUTHORITY\LOCAL SERVICE, NT AUTHORITY\SYSTEM
- Commands: C:\Windows\system32\sc.exe start w32time task_started, C:\Windows\system32\svchost.exe -k netsvcs -p
- Network: None
- Registry: None

EXPLANATION:
This event shows the legitimate signed Service Control Manager tool (sc.exe) starting the Windows Time service (w32time), spawned by svchost.exe running netsvcs as part of normal OS scheduled task behavior. The process is Microsoft-signed, runs from the standard System32 path, and the command is consistent with routine system maintenance, indicating benign activity."
claude-opus-4-8,BENIGN-ID1-rundll32-c-windows-system32-windows-staterepositoryclient.csv,,,processed,NO,100.0,87.5,YES,1,"rundll32.exe, svchost.exe",NT AUTHORITY\SYSTEM,"C:\Windows\system32\rundll32.exe C:\Windows\system32\Windows.StateRepositoryClient.dll,StateRepositoryDoMaintenanceTasks",,,0.0,4.33,5.2,6.0,4.0,3,18.2,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: rundll32.exe, svchost.exe
- Accounts: NT AUTHORITY\SYSTEM
- Commands: C:\Windows\system32\rundll32.exe C:\Windows\system32\Windows.StateRepositoryClient.dll,StateRepositoryDoMaintenanceTasks
- Network: None
- Registry: None

EXPLANATION:
This event shows rundll32.exe executing a signed Microsoft system DLL (Windows.StateRepositoryClient.dll) to perform routine StateRepository maintenance tasks, launched by the legitimate svchost.exe netsvcs service host. Both the parent and child processes reside in System32 with valid Microsoft file versions and run under SYSTEM as expected for scheduled OS maintenance, indicating normal Windows background activity."
